year,max temp
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1854,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1855,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1856,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1857,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1858,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1859,
1860,
1860,
1860,
